Source,Core_ldh_AP,Core_xdh_AP,Core_xdx_AP,Core_Anno_AP,Core_BERT_AP,Answer_ldh_AP,Answer_xdh_AP,Answer_xdx_AP,Answer_Anno_AP,Answer_BERT_AP,Gramm_ldh_AP,Gramm_xdh_AP,Gramm_xdx_AP,Gramm_Anno_AP,Gramm_BERT_AP,Interp_ldh_AP,Interp_xdh_AP,Interp_xdx_AP,Interp_Anno_AP,Interp_BERT_AP,Verif_ldh_AP,Verif_xdh_AP,Verif_xdx_AP,Verif_Anno_AP,Verif_BERT_AP
I07T-gNSC-vs_r1-In-N14-VS-N70,0.9484234191414119,0.9484234191414119,0.9461497843554294,0.9340972752737458,0.9328750604272615,0.8251396144838768,0.8251396144838768,0.8523839548429714,0.849063231850117,0.7910242229591901,0.9095002034507381,0.9095002034507381,0.912624199684317,0.9174144037780401,0.8924539942259989,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999996,0.9525129081483341,0.9525129081483341,0.9512211959521781,0.9183271951928669,0.9055910255212424
I07T-gNSC-vs_r2-In-N14-VS-N70,0.9482514385844834,0.9482658561162018,0.9332879729642062,0.9340972752737458,0.9224778919467818,0.8239266198282592,0.8239266198282592,0.8501591304869994,0.849063231850117,0.7969751092922572,0.895273376356264,0.8952956579961928,0.9048118100537453,0.9174144037780401,0.897083942805488,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999998,0.9534645976645542,0.9534792303833132,0.9372730793921215,0.9183271951928669,0.8874302140843453
I07U-gNSC-vs_r1-In-N14-VS-N70,0.8050639049527405,0.8041958493971849,0.7994951171042961,0.8613839285714285,0.7907233778122649,0.9071229565978853,0.9071229565978853,0.9062792309213262,0.9334733893557422,0.9044581901135272,0.7810539543360103,0.7805406693118557,0.745572799895293,0.8277777777777777,0.7820708120609123,0.8578470222953604,0.8578470222953604,0.8519683841854292,0.8881673881673883,0.8402471796278743,0.839252152494274,0.839252152494274,0.8718749526573677,0.8770329670329671,0.826635461810959
I07U-gNSC-vs_r2-In-N14-VS-N70,0.7959388581169545,0.7965162951928728,0.8051351761983587,0.8613839285714285,0.7914905199795456,0.9133384279433208,0.9135195846730207,0.9058875149898052,0.9334733893557422,0.9044265310113233,0.7489269516954714,0.7499535064971037,0.7268395874268688,0.8277777777777777,0.7796718955418116,0.8549443604180792,0.8553176530732183,0.85283882727688,0.8881673881673883,0.8401819426899996,0.8446226039738625,0.8450963984976929,0.8730105462170679,0.8770329670329671,0.825697960227417
I08T-gNSC-vs_r1-Di-N14-VS-N70,0.6139794249019221,0.6143820149415806,0.6420422339556295,0.6087892151013359,0.603079818572384,0.720578662712499,0.7214473162203159,0.7338628415103795,0.7311813790074659,0.7156072415760042,0.6675243832912241,0.6626209491705032,0.7208719261641002,0.6694828202269674,0.6662224516392734,0.7909715999554905,0.7923510605235666,0.7697263442177543,0.7242950338554829,0.7699930682971992,0.8101457659847546,0.8136626386888337,0.8227428199857648,0.7588767698603763,0.7887758342844265
I08T-gNSC-vs_r2-Di-N14-VS-N70,0.6034800513923155,0.6063851830064333,0.6439795301120834,0.6087892151013359,0.6017429586419192,0.7029814909549869,0.7052561826709041,0.7571208092102357,0.7311813790074659,0.7336694818967636,0.6372375499583866,0.6400234063012765,0.7237445573252014,0.6694828202269674,0.6744467023648729,0.7982582639638114,0.7959985509659171,0.75765814659943,0.7242950338554829,0.7644271063744649,0.809371127727244,0.8096653532702537,0.7943503138639028,0.7588767698603763,0.7778370831054846
I08U-gNSC-vs_r1-Di-N14-VS-N70,0.47728512369121956,0.47432603828801656,0.5017349948469817,0.5270287757630266,0.5179077611032756,0.7340353593515498,0.7315284169223086,0.7494320534667367,0.7418171174176298,0.7279334832009092,0.820895040511685,0.8240937240033743,0.818818396567677,0.7428065093183773,0.8241893552462272,0.7958331941822574,0.7940498502075671,0.791356561258282,0.7507850408498732,0.7610401781345592,0.7395444407070071,0.7483307956407352,0.7648616254138193,0.6705293011234166,0.7369776570134513
I08U-gNSC-vs_r2-Di-N14-VS-N70,0.48150371133359227,0.47836521175515856,0.5169140649027628,0.5270287757630266,0.49781466486232717,0.6996903801246586,0.7047211569722871,0.7710014052543268,0.7418171174176298,0.7026286888673399,0.8059225968844554,0.8065891184124998,0.8019218665727141,0.7428065093183773,0.8149367245605161,0.771807316112539,0.775143338590107,0.7994572648912568,0.7507850408498732,0.7498088264806257,0.7496538329592444,0.7455192548007155,0.768818122516784,0.6705293011234166,0.7248712006814951
I09T-gNSC-vs_r1-Tr-N14-VS-N70,0.8055182856587924,0.8015899336912248,0.8084940888793934,0.8395502645502645,0.7882834317388898,0.8902346602606889,0.88824788070038,0.8691821846196235,0.9278499278499279,0.880372020958115,0.7415404163741549,0.7410430571569028,0.7346859382138223,0.8089588377723971,0.7326161238782306,0.8379342345886984,0.8334820129949327,0.8505414816478325,0.8521205357142857,0.8265547076956969,0.8598733112553298,0.8560929036287683,0.8591028562926826,0.866941391941392,0.8420366843190343
I09T-gNSC-vs_r2-Tr-N14-VS-N70,0.8055448133072618,0.8027952154424247,0.7990482437192628,0.8395502645502645,0.7864036860016181,0.8918976039620714,0.891394484599303,0.8758019537393925,0.9278499278499279,0.8788440331701779,0.7430516824544419,0.743065479078408,0.7344227127387324,0.8089588377723971,0.7324013656621383,0.8351521301126074,0.8318948028058412,0.83817871420694,0.8521205357142857,0.8248092334543635,0.8595958185622583,0.8569273294565223,0.8492958684087717,0.866941391941392,0.8404213501429953
I09U-gNSC-vs_r1-Tr-N14-VS-N70,0.7002945691760379,0.696018187760049,0.6921567379443696,0.7331872184610522,0.6555055903017581,0.9121318145302034,0.9199464872258484,0.9291117891047913,0.9271862480953391,0.9046018552942064,0.6994020003113117,0.701954909066905,0.6823516804821161,0.720465337132004,0.6921674642906509,0.7809590202070784,0.7775575863373834,0.7744305483253766,0.7718940236876591,0.7422379232696176,0.7736836545804705,0.7704630779322178,0.7542638067981883,0.7635484450190331,0.7062010899835743
I09U-gNSC-vs_r2-Tr-N14-VS-N70,0.6982776682899541,0.6933813769237679,0.6729201305285022,0.7331872184610522,0.6553834281308542,0.9081265037105403,0.9157113043798105,0.928811256813541,0.9271862480953391,0.9066380778774812,0.6981836925815457,0.6969062681411977,0.6852707753110279,0.720465337132004,0.6906335365246151,0.7776742184900038,0.7730228526036507,0.7548655741751331,0.7718940236876591,0.7400617668054306,0.7764899176027571,0.7722404392084247,0.7444989916575576,0.7635484450190331,0.7052055893756689
I10T-gNSC-vs_r1-In-N14-VS-N70,0.9999999999999998,0.9999999999999998,0.9999999999999997,0.9999999999999999,0.9999999999999998,0.8755022321428572,0.8715959821428572,0.8826884920634921,0.9142857142857143,0.8779126364087303,0.9215944089078417,0.9191068467187871,0.9313066701126401,0.9366737739872067,0.913292682649026,0.9999999999999998,0.9999999999999998,0.9999999999999997,0.9999999999999999,0.9999999999999998,0.9324597787833081,0.9300087983911512,0.9420292126174478,0.9485994397759103,0.9274123241954123
I10T-gNSC-vs_r2-In-N14-VS-N70,0.9999999999999998,0.9999999999999998,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.8718221015096015,0.8683622800810301,0.8835193452380952,0.9142857142857143,0.8861467633928573,0.9185954178491491,0.9163921484817007,0.9384199134199134,0.9366737739872067,0.9200726356976356,0.9999999999999998,0.9999999999999998,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.932425499337264,0.9302546309899251,0.9490378494054963,0.9485994397759103,0.9363058816183815
I10U-gNSC-vs_r1-In-N14-VS-N70,0.8313125176896814,0.8313125176896814,0.8530470571499733,0.8903846153846153,0.8279598079892333,0.9468616699472225,0.9468616699472225,0.9495093910795058,0.9735507246376811,0.9454870070867539,0.9107703866711869,0.9107703866711869,0.9225933919386635,0.924062049062049,0.872995441619435,0.8995727231355499,0.8995727231355499,0.9370272081771982,0.9235252309879176,0.8844932621223306,0.9215659729557254,0.9215659729557254,0.9331677552575124,0.9221926083866382,0.8869808243113854
I10U-gNSC-vs_r2-In-N14-VS-N70,0.8296067236409331,0.8295874446742858,0.8398471801039424,0.8903846153846153,0.8217883983179979,0.9468531479030715,0.9468495156339931,0.9473711911152188,0.9735507246376811,0.9461190932188729,0.9079483927355951,0.9079407979911583,0.9259082588898941,0.924062049062049,0.8974922435907853,0.9082765525651223,0.9082653304800589,0.9403239943098055,0.9235252309879176,0.893243266745571,0.9214820596226927,0.9214745782326503,0.9373174198549385,0.9221926083866382,0.8999596846560187
I11T-gNSC-vs_r1-Di-N14-VS-N70,0.7926766033385093,0.7940057156798033,0.7854048236723145,0.7942752968580854,0.7813457319753014,0.835052270063225,0.8351602349987475,0.8368278447930395,0.8678346579016222,0.8552330284259535,0.676455969551371,0.6820495292791758,0.6736091103711963,0.7546438410074773,0.6841381858579764,0.7360389394196457,0.7069372566905353,0.7651211536016433,0.40237194905724044,0.7914272838303604,0.8296755772354929,0.8335752923871735,0.8328520194972358,0.8327454072782146,0.8315637898094818
I11T-gNSC-vs_r2-Di-N14-VS-N70,0.8224541716539124,0.8107116303412694,0.8110411956250141,0.7942752968580854,0.772489821101586,0.8491882122738399,0.8445590530421317,0.8272168086035978,0.8678346579016222,0.8665015683524584,0.6728193040946195,0.6820951210398913,0.6762602864384328,0.7546438410074773,0.6646701375867877,0.7177017636365409,0.685135588402393,0.7813619372613009,0.40237194905724044,0.7677622338565173,0.8424647012291306,0.8542610904864196,0.8298249151192367,0.8327454072782146,0.8216022275147271
I11U-gNSC-vs_r1-Di-N14-VS-N70,0.9445800129636236,0.9445687606177713,0.9445684259278275,0.9541719753676277,0.9444908393460083,0.8866508781323033,0.8956284179376401,0.8906415278608368,0.9083028083028082,0.8937205519908697,0.6854488158154622,0.6819992326003258,0.7078169666771442,0.7386041842772613,0.7417000525804113,0.9040326304831324,0.8896625078158442,0.9022591057401323,0.7483151735270379,0.8982662170151114,0.8960357706763176,0.8918550671421223,0.8862495210145235,0.87509435009435,0.8729662096083013
I11U-gNSC-vs_r2-Di-N14-VS-N70,0.9446219693517443,0.9445756564148233,0.9446109064896973,0.9541719753676277,0.9444906399750481,0.8893906155682416,0.8897277908634129,0.8964434073517606,0.9083028083028082,0.8926638491736322,0.6899765264524105,0.6990984802488904,0.7318545551988112,0.7386041842772613,0.719903379121605,0.9086495644650205,0.8893005733583994,0.8871538746707288,0.7483151735270379,0.811684436858759,0.9089745160391517,0.8980847041389607,0.8750764957073214,0.87509435009435,0.8709502478222113
I12T-gNSC-vs_r1-Tr-N14-VS-N70,0.7984774912560012,0.7992272504416688,0.7755313948278417,0.7932470472368605,0.7563831732438477,0.8063676360621989,0.8163508006359024,0.8239741991871566,0.8522070825349515,0.8245836308168157,0.8502204342796237,0.8548110421781596,0.8250869084037115,0.8873657751416665,0.831700790558396,0.7249031942165884,0.7261638062711344,0.6965512764020998,0.755625195500307,0.6940258501612733,0.7706619492154148,0.7716949507601122,0.7702627893301548,0.8225399356978305,0.7636651504062868
I12T-gNSC-vs_r2-Tr-N14-VS-N70,0.7922168982278434,0.7869135032085789,0.7620401765995313,0.7932470472368605,0.7624536010911689,0.7981315096090172,0.8017222051755541,0.8049771911952164,0.8522070825349515,0.8559213575714768,0.8303614734318718,0.8328644092589863,0.8102006669474012,0.8873657751416665,0.8480777778764628,0.7179404907665468,0.7131730237673539,0.6878469944772485,0.755625195500307,0.7084566571800608,0.7707092938225795,0.7706652068847877,0.7720064456547788,0.8225399356978305,0.7680640588749804
I12U-gNSC-vs_r1-Tr-N14-VS-N70,0.737148087926623,0.7376655477244642,0.7661129931327437,0.8166186859735246,0.73024507043745,0.9398512195749893,0.9601008310907694,0.980613418327068,0.9442928754495918,0.9585722750409071,0.8312822066450761,0.8448896164052861,0.8132146056538792,0.8330111145684918,0.8104250615043662,0.8692741943736316,0.8674311601470415,0.8578325311886954,0.8660122996661458,0.8493749212521844,0.7676803633568376,0.7696663810533221,0.7676908755571645,0.8201051636535507,0.74867522756736
I12U-gNSC-vs_r2-Tr-N14-VS-N70,0.7317545210577343,0.7330201762297631,0.7628293840305613,0.8166186859735246,0.7316119291653149,0.9308747298165672,0.9537293243770639,0.971026765275265,0.9442928754495918,0.9667563496267249,0.8144160405094044,0.832687178163651,0.8005363205537657,0.8330111145684918,0.803659240540964,0.862665831410441,0.8650643233642801,0.853482675063616,0.8660122996661458,0.8438148275863679,0.7620941629296849,0.7659509029559608,0.7599980505100993,0.8201051636535507,0.7469288669020768
I13T-gNSC-vs_r1-In-N14-VS-N70,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,0.9177446736270265,0.9177446736270265,0.9079315886134066,0.9428571428571428,0.8746641587344441,0.9861385133763649,0.9861385133763649,0.9768790388355605,0.9790890269151139,0.9729345243741006,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,0.9749497625137009,0.9749497625137009,0.9658714473931866,0.9718426501035198,0.9498496382457362
I13T-gNSC-vs_r2-In-N14-VS-N70,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,0.9028810835629015,0.9028810835629015,0.9079315886134066,0.9428571428571428,0.87033822151377,0.9768790388355605,0.9768790388355605,0.9768790388355605,0.9790890269151139,0.9725594693079701,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,0.9694946357989837,0.9694946357989837,0.9658714473931866,0.9718426501035198,0.9494745831796058
I13U-gNSC-vs_r1-In-N14-VS-N70,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.916968697870159,0.9169783896708957,0.9252963027098721,0.9571428571428572,0.9142003646094896,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0
I13U-gNSC-vs_r2-In-N14-VS-N70,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9121498180992207,0.9121498180992207,0.9313858814585089,0.9571428571428572,0.9349055856257047,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0
I14T-gNSC-vs_r1-Di-N14-VS-N70,0.35284724068457585,0.3527291897309366,0.3304212432566299,0.3374306585066987,0.30798348793403874,0.8303359084299284,0.8295570641295589,0.8280291700192028,0.8740121267549957,0.8390317185480105,0.8326465087977388,0.8269708930883488,0.8053399347920733,0.8814353707321783,0.843104537310123,0.6397156478075059,0.6282914688481059,0.7677577464728418,0.5787889806362458,0.7739292612715296,0.7372745931280589,0.7273124097087447,0.776834636976347,0.6667851393718585,0.7519880952876398
I14T-gNSC-vs_r2-Di-N14-VS-N70,0.37649924066443374,0.3792398554627696,0.3917435276820338,0.3374306585066987,0.3955863886651757,0.8351225384520795,0.8368396957090877,0.8032673460666379,0.8740121267549957,0.8433426948146588,0.8438722531381133,0.8446077801067194,0.7997276482987201,0.8814353707321783,0.8300552355711949,0.6081632945755374,0.6024799445975375,0.6576515140658998,0.5787889806362458,0.532941605298414,0.6989111574404738,0.6974696404716951,0.7357951277679253,0.6667851393718585,0.6594900900007389
I14U-gNSC-vs_r1-Di-N14-VS-N70,0.6632541855598143,0.663982125764908,0.6592605983101842,0.7003234620600509,0.6470866934448596,0.8488789104247392,0.8642746854731085,0.8268208236351304,0.8194840197610281,0.8159600616400298,0.7572350590867631,0.7622427786829838,0.7762458570872462,0.741455895965667,0.7487784886037299,0.6532030460695766,0.6506149109826612,0.6594279118032411,0.5141246814747427,0.729081404746416,0.8096063124243913,0.8076408297791416,0.8071555086625227,0.792506218862808,0.8167530101318123
